订单ID,客户ID,产品ID,日期,活动ID,数量,单价,总金额,利润,折扣率
O00020072,C999993871765,P002,2024-02-04,,2,394.31,788.62,261.79,0.0
O00020073,C999993871754,P004,2024-04-04,,1,314.04,314.04,108.65,0.0
O00020074,C999993871754,P035,2023-08-09,,1,632.21,632.21,199.86,0.0
O00020075,C999993871754,P016,2024-06-09,,1,589.12,589.12,207.91,0.0
O00020076,C999993871754,P002,2024-05-14,,1,538.8,538.8,231.57,0.0
O00020077,C999993871754,P012,2023-05-15,,1,257.85,257.85,127.89,0.0
O00020078,C999993871754,P032,2024-02-21,,1,638.65,638.65,208.97,0.0
O00020079,C999993871743,P004,2024-06-01,,1,329.57,329.57,109.37,0.0
O00020080,C999993871743,P036,2023-08-24,,1,66.44,66.44,20.61,0.0
O00020081,C999993871743,P038,2023-07-12,,1,156.56,156.56,70.23,0.0
O00020082,C999993871732,P003,2023-02-08,,1,599.3,599.3,274.77,0.0
O00020083,C999993871732,P048,2024-03-14,,1,960.54,960.54,390.1,0.0
O00020084,C999993871732,P001,2024-05-06,,1,539.11,539.11,248.76,0.0
O00020085,C999993871732,P032,2023-07-26,,1,798.17,798.17,349.53,0.0
O00020086,C999993871732,P014,2024-05-06,,1,325.11,325.11,123.99,0.0
O00020087,C999993871732,P030,2023-05-11,,1,669.29,669.29,203.26,0.0
O00020088,C999993871732,P023,2023-03-03,,1,163.82,163.82,53.4,0.0
O00020089,C999993871732,P050,2023-08-21,M003,1,686.62,617.96,223.35,0.1
O00020090,C999993871732,P043,2023-01-24,,2,291.61,583.22,184.53,0.0
O00020091,C999993871732,P002,2023-03-14,M001,1,479.08,407.22,232.66,0.15
O00020092,C999993871732,P012,2023-04-22,,1,313.04,313.04,105.32,0.0
O00020093,C999993871732,P041,2023-10-03,,1,388.08,388.08,192.87,0.0
O00020094,C999993871732,P023,2024-02-27,,1,193.88,193.88,78.55,0.0
O00020095,C999993871732,P008,2024-03-30,,1,364.85,364.85,177.83,0.0
O00020096,C999993871732,P025,2024-07-30,,1,389.04,389.04,157.86,0.0
O00020097,C999993871732,P022,2024-08-16,,1,1039.97,1039.97,460.25,0.0
O00020098,C999993871732,P006,2023-05-07,,1,446.56,446.56,207.38,0.0
O00020099,C999993871732,P043,2024-04-29,,1,304.34,304.34,119.28,0.0
O00020100,C999993871732,P007,2024-07-21,,1,417.67,417.67,163.5,0.0
O00020101,C999993871732,P045,2024-03-06,M008,1,200.47,170.4,99.81,0.15
O00020102,C999993869177,P018,2023-03-26,M001,1,1062.72,903.31,517.51,0.15
O00020103,C999993869177,P015,2024-06-25,,1,176.01,176.01,75.83,0.0
O00020104,C999993869177,P001,2023-04-17,,1,566.75,566.75,183.43,0.0
O00020105,C999993869177,P024,2024-01-29,,1,217.42,217.42,107.81,0.0
O00020106,C999993869177,P022,2023-08-12,,2,1539.5,3079.0,1538.38,0.0
O00020107,C999993869177,P046,2024-02-13,M007,1,193.7,178.2,86.66,0.08
O00020108,C999993856395,P017,2023-07-08,,1,654.71,654.71,323.82,0.0
O00020109,C999993856395,P036,2023-08-23,,2,68.12,136.24,63.07,0.0
O00020110,C999993856395,P046,2023-01-13,,1,199.34,199.34,98.18,0.0
O00020111,C999993856395,P038,2023-09-22,,1,186.87,186.87,63.75,0.0
O00020112,C999993856395,P024,2023-12-21,,1,151.85,151.85,55.94,0.0
O00020113,C999993856395,P007,2024-07-10,,1,548.5,548.5,230.99,0.0
O00020114,C999993856384,P013,2024-09-11,,1,953.15,953.15,296.5,0.0
O00020115,C999993856384,P005,2024-04-10,,1,309.85,309.85,105.09,0.0
O00020116,C999993856384,P042,2023-03-01,M001,1,361.35,307.15,174.07,0.15
O00020117,C999993856384,P005,2023-10-02,,1,269.74,269.74,133.97,0.0
O00020118,C999993856384,P006,2023-08-07,,1,557.95,557.95,267.35,0.0
O00020119,C999993856384,P027,2024-04-01,,1,333.79,333.79,151.18,0.0
O00020120,C999993856339,P029,2023-08-27,,1,350.63,350.63,126.71,0.0
O00020121,C999993856339,P037,2024-02-24,,1,716.14,716.14,274.66,0.0
O00020122,C999993856339,P023,2024-02-07,,1,141.37,141.37,70.53,0.0
O00020123,C999993856339,P024,2023-08-08,,1,164.64,164.64,73.02,0.0
O00020124,C999993856339,P018,2024-03-21,,1,907.0,907.0,378.88,0.0
O00020125,C999993856339,P030,2024-09-16,,1,761.38,761.38,309.45,0.0
O00020126,C999993871652,P018,2023-10-27,,2,1024.14,2048.28,669.69,0.0
O00020127,C999993871652,P026,2024-06-27,,1,207.69,207.69,102.61,0.0
O00020128,C999993871652,P003,2023-05-11,,1,597.06,597.06,196.04,0.0
O00020129,C999993871652,P023,2024-09-13,,1,173.07,173.07,78.83,0.0
O00020130,C999993871652,P015,2024-09-13,,1,231.89,231.89,92.05,0.0
O00020131,C999993871652,P017,2024-06-01,,1,672.82,672.82,247.45,0.0
O00020132,C999993871584,P015,2023-07-10,,1,206.2,206.2,100.94,0.0
O00020133,C999993871584,P007,2023-06-01,,1,517.83,517.83,184.38,0.0
O00020134,C999993871584,P035,2023-01-21,,1,664.36,664.36,227.88,0.0
O00020135,C999993871584,P022,2024-09-02,,1,1401.86,1401.86,689.93,0.0
O00020136,C999993871584,P048,2024-03-16,,1,734.22,734.22,286.51,0.0
O00020137,C999993871584,P011,2023-11-21,,1,529.13,529.13,203.9,0.0
O00020138,C999993871584,P023,2024-09-26,,1,146.88,146.88,54.28,0.0
O00020139,C999993871584,P043,2024-07-19,,1,217.67,217.67,77.99,0.0
O00020140,C999993871584,P040,2024-01-14,M006,1,145.17,127.75,48.32,0.12
O00020141,C999993871584,P004,2023-04-16,,1,317.03,317.03,142.09,0.0
O00020142,C999993871584,P031,2023-05-26,,2,796.82,1593.64,749.3,0.0
O00020143,C999993871584,P031,2024-07-20,,1,789.33,789.33,373.57,0.0
O00020144,C999993871584,P048,2023-01-21,,1,838.18,838.18,403.9,0.0
O00020145,C999993871584,P040,2023-08-02,,1,145.87,145.87,66.92,0.0
O00020146,C999993871584,P019,2023-09-12,,1,243.22,243.22,110.33,0.0
O00020147,C999993871584,P031,2024-01-13,M006,1,810.53,713.27,267.01,0.12
O00020148,C999993871584,P020,2024-04-25,,1,79.41,79.41,25.56,0.0
O00020149,C999993871584,P039,2024-02-22,,1,189.93,189.93,81.23,0.0
O00020150,C999993871584,P016,2023-06-08,M002,1,529.94,423.95,176.51,0.2
O00020151,C999993871584,P040,2023-03-21,M001,1,140.31,119.26,59.01,0.15
O00020152,C999993869213,P011,2023-03-08,M001,1,555.45,472.13,190.14,0.15
O00020153,C999993869213,P017,2023-02-14,,1,544.33,544.33,227.18,0.0
O00020154,C999993869213,P016,2023-06-11,,1,655.37,655.37,209.13,0.0
O00020155,C999993869213,P022,2023-07-11,,1,1376.86,1376.86,421.42,0.0
O00020156,C999993869213,P011,2023-04-28,,1,624.2,624.2,226.18,0.0
O00020157,C999993869213,P046,2023-10-22,,1,222.21,222.21,106.69,0.0
O00020158,C999993869224,P024,2024-01-28,,1,162.05,162.05,70.17,0.0
O00020159,C999993869224,P012,2023-07-14,,1,292.44,292.44,128.52,0.0
O00020160,C999993869224,P023,2024-05-19,,1,140.04,140.04,63.5,0.0
O00020161,C999993869224,P041,2024-02-23,,1,408.81,408.81,191.93,0.0
O00020162,C999993869224,P013,2023-07-21,,1,1108.9,1108.9,523.58,0.0
O00020163,C999993869224,P006,2024-03-20,,1,491.92,491.92,203.65,0.0
O00020164,C999993869224,P027,2023-05-31,,1,302.44,302.44,106.5,0.0
O00020165,C999993869224,P017,2023-08-26,,1,715.17,715.17,216.66,0.0
O00020166,C999993869224,P046,2024-05-31,,1,280.93,280.93,136.1,0.0
O00020167,C999993869224,P013,2024-04-02,,1,983.64,983.64,422.19,0.0
O00020168,C999993869224,P041,2023-07-15,,1,306.61,306.61,142.6,0.0
O00020169,C999993869224,P020,2023-03-21,M001,1,83.15,70.68,31.92,0.15
O00020170,C999993869224,P012,2023-07-03,,1,336.93,336.93,167.31,0.0
O00020171,C999993869224,P036,2023-07-01,,1,66.66,66.66,24.59,0.0
O00020172,C999993869224,P010,2024-07-24,,1,60.31,60.31,19.31,0.0
O00020173,C999993871539,P017,2023-08-24,,1,539.7,539.7,202.56,0.0
O00020174,C999993871539,P009,2023-05-22,,1,256.58,256.58,116.62,0.0
O00020175,C999993871539,P044,2024-03-08,,1,1223.97,1223.97,568.22,0.0
O00020176,C999993871539,P050,2023-08-24,,1,645.36,645.36,305.33,0.0
O00020177,C999993871539,P046,2023-06-17,M002,2,242.62,388.19,190.07,0.2
O00020178,C999993871539,P036,2023-06-15,,1,50.11,50.11,17.15,0.0
O00020179,C999993871539,P042,2023-10-25,,1,322.37,322.37,144.65,0.0
O00020180,C999993871539,P030,2023-10-09,,2,667.35,1334.7,467.05,0.0
O00020181,C999993871539,P046,2023-09-26,,2,196.96,393.92,139.72,0.0
O00020182,C999993871539,P015,2023-04-17,,1,173.57,173.57,63.75,0.0
O00020183,C999993871539,P030,2023-07-03,,1,712.17,712.17,271.14,0.0
O00020184,C999993871539,P032,2024-06-23,,1,775.4,775.4,383.35,0.0
O00020185,C999993871528,P048,2024-04-11,,1,1028.67,1028.67,463.03,0.0
O00020186,C999993871528,P023,2023-07-07,,2,137.1,274.2,93.44,0.0
O00020187,C999993871528,P013,2023-04-02,,2,1092.19,2184.38,780.74,0.0
O00020188,C999993871528,P007,2023-01-29,,1,428.83,428.83,164.48,0.0
O00020189,C999993871528,P032,2024-03-06,M008,1,852.3,724.46,334.19,0.15
O00020190,C999993871528,P039,2023-09-10,,1,222.81,222.81,86.63,0.0
O00020191,C999993871528,P030,2024-05-30,,1,915.06,915.06,433.81,0.0
O00020192,C999993871528,P014,2023-09-02,,1,428.26,428.26,175.13,0.0
O00020193,C999993871528,P019,2023-04-04,,1,203.22,203.22,74.09,0.0
O00020194,C999993871528,P001,2024-06-13,,1,419.77,419.77,142.43,0.0
O00020195,C999993871528,P044,2023-10-15,,2,1228.02,2456.04,894.6,0.0
O00020196,C999993871528,P024,2024-07-24,,1,188.85,188.85,85.55,0.0
O00020197,C999993871528,P013,2023-04-18,,2,1176.51,2353.02,1092.67,0.0
O00020198,C999993871528,P009,2024-05-28,,2,284.93,569.86,268.63,0.0
O00020199,C999993871528,P014,2024-02-18,,1,392.15,392.15,149.81,0.0
O00020200,C999993869257,P025,2024-04-12,,1,403.47,403.47,126.9,0.0
O00020201,C999993869257,P047,2023-12-10,M005,1,243.89,199.99,89.24,0.18
O00020202,C999993869257,P008,2023-05-07,,1,378.39,378.39,122.09,0.0
O00020203,C999993869257,P035,2024-09-02,,1,584.4,584.4,197.29,0.0
O00020204,C999993869257,P010,2023-10-10,,1,58.09,58.09,27.17,0.0
O00020205,C999993869257,P026,2024-08-01,,1,206.76,206.76,71.59,0.0
O00020206,C999993869257,P016,2024-04-25,,1,656.02,656.02,235.67,0.0
O00020207,C999993869257,P007,2023-08-06,,1,560.05,560.05,170.5,0.0
O00020208,C999993869257,P013,2024-05-22,,2,1320.39,2640.78,872.26,0.0
O00020209,C999993869257,P029,2024-05-27,,1,297.19,297.19,123.42,0.0
O00020210,C999993869257,P030,2024-08-15,,1,857.93,857.93,367.07,0.0
O00020211,C999993869257,P007,2024-01-20,,2,536.19,1072.38,412.03,0.0
O00020212,C999993869257,P021,2024-06-12,,1,1555.92,1555.92,470.65,0.0
O00020213,C999993869257,P004,2024-02-03,,1,364.36,364.36,123.45,0.0
O00020214,C999993869257,P021,2023-04-30,,1,1481.01,1481.01,474.36,0.0
O00020215,C999993869257,P015,2024-03-08,M008,1,230.41,195.85,98.71,0.15
O00020216,C999993869257,P028,2023-06-08,,1,210.27,210.27,67.27,0.0
O00020217,C999993869257,P028,2024-07-01,,1,219.01,219.01,103.63,0.0
O00020218,C999993856215,P014,2024-02-05,,1,392.02,392.02,146.61,0.0
O00020219,C999993856215,P001,2023-06-30,,2,428.43,856.86,327.61,0.0
O00020220,C999993856215,P006,2023-09-07,,1,577.2,577.2,245.15,0.0
O00020221,C999993856215,P028,2023-11-13,,1,265.18,265.18,120.17,0.0
O00020222,C999993856215,P010,2023-09-03,,1,52.6,52.6,16.08,0.0
O00020223,C999993856215,P001,2024-05-08,,1,418.8,418.8,177.09,0.0
O00020224,C999993869326,P025,2023-08-26,,1,521.45,521.45,157.8,0.0
O00020225,C999993869326,P001,2024-03-09,,1,541.98,541.98,188.37,0.0
O00020226,C999993869326,P007,2023-07-24,,1,534.38,534.38,249.22,0.0
O00020227,C999993869326,P014,2024-04-14,,1,361.22,361.22,109.03,0.0
O00020228,C999993869326,P031,2023-08-16,M003,1,786.57,707.91,236.81,0.1
O00020229,C999993869326,P041,2023-03-08,M001,1,373.36,317.36,172.07,0.15
O00020230,C999993863164,P020,2024-08-20,,2,89.74,179.48,80.08,0.0
O00020231,C999993863164,P006,2024-07-24,,1,508.08,508.08,249.24,0.0
O00020232,C999993863164,P044,2023-04-13,,1,1050.2,1050.2,330.77,0.0
O00020233,C999993869337,P034,2023-03-15,,1,222.84,222.84,67.33,0.0
O00020234,C999993869337,P035,2024-03-05,,1,478.18,478.18,146.11,0.0
O00020235,C999993869337,P010,2023-05-05,,1,49.58,49.58,22.36,0.0
O00020236,C999993869337,P038,2023-01-11,,1,137.79,137.79,45.32,0.0
O00020237,C999993869337,P027,2023-03-08,M001,1,327.77,278.6,113.64,0.15
O00020238,C999993869337,P034,2024-08-08,,1,217.4,217.4,83.75,0.0
O00020239,C999993871200,P043,2023-04-10,,1,260.24,260.24,100.8,0.0
O00020240,C999993871200,P019,2024-05-02,,1,270.76,270.76,106.38,0.0
O00020241,C999993871200,P036,2024-05-04,,1,71.33,71.33,27.71,0.0
O00020242,C999993871200,P017,2023-10-13,,1,631.25,631.25,282.58,0.0
O00020243,C999993871200,P003,2023-10-11,,1,504.6,504.6,249.92,0.0
O00020244,C999993871200,P009,2024-01-16,,1,260.86,260.86,116.76,0.0
O00020245,C999993871200,P049,2024-08-02,,1,757.69,757.69,293.49,0.0
O00020246,C999993871200,P040,2023-09-24,,1,118.8,118.8,49.99,0.0
O00020247,C999993871200,P049,2024-03-15,,2,731.71,1463.42,489.2,0.0
O00020248,C999993871200,P035,2024-02-21,,1,551.14,551.14,229.04,0.0
O00020249,C999993871200,P035,2023-02-22,,1,481.66,481.66,223.14,0.0
O00020250,C999993871200,P026,2023-04-13,,1,230.09,230.09,69.14,0.0
O00020251,C999993871200,P003,2024-06-16,,2,484.74,969.48,312.34,0.0
O00020252,C999993871200,P047,2024-09-23,,1,326.07,326.07,120.59,0.0
O00020253,C999993871200,P028,2024-07-02,,1,270.58,270.58,102.31,0.0
O00020254,C999993871200,P009,2023-04-24,,1,222.11,222.11,96.99,0.0
O00020255,C999993871200,P021,2023-08-03,,1,1548.95,1548.95,629.18,0.0
O00020256,C999993871200,P004,2023-10-27,,1,347.88,347.88,114.86,0.0
O00020257,C999993871200,P025,2024-05-17,,1,476.07,476.07,177.3,0.0
O00020258,C999993871200,P019,2023-12-24,,1,232.27,232.27,93.96,0.0
O00020259,C999993856066,P003,2024-09-20,,1,683.67,683.67,257.85,0.0
O00020260,C999993856066,P001,2024-05-09,,1,493.37,493.37,210.67,0.0
O00020261,C999993856066,P024,2024-04-07,,1,156.65,156.65,58.4,0.0
O00020262,C999993856066,P026,2023-12-17,,1,248.8,248.8,106.41,0.0
O00020263,C999993856066,P023,2023-07-15,,1,185.96,185.96,66.36,0.0
O00020264,C999993856066,P023,2024-01-26,,1,199.28,199.28,82.27,0.0
O00020265,C999993855971,P004,2023-11-13,,2,422.41,844.82,394.87,0.0
O00020266,C999993855971,P028,2023-04-10,,1,224.28,224.28,97.34,0.0
O00020267,C999993855971,P005,2023-10-23,,1,270.05,270.05,128.75,0.0
O00020268,C999993855971,P002,2024-01-06,,1,398.96,398.96,169.0,0.0
O00020269,C999993855971,P010,2024-01-05,M006,1,61.07,53.74,30.09,0.12
O00020270,C999993855971,P046,2024-05-16,,1,259.01,259.01,79.38,0.0
O00020271,C999993855926,P002,2024-03-29,,1,476.53,476.53,151.06,0.0
O00020272,C999993855926,P013,2024-07-09,,1,1342.46,1342.46,455.04,0.0
O00020273,C999993855926,P037,2023-01-06,,1,858.29,858.29,370.83,0.0
O00020274,C999993855926,P028,2023-12-20,,2,268.85,537.7,176.83,0.0
O00020275,C999993855926,P012,2023-08-11,,1,269.67,269.67,126.05,0.0
O00020276,C999993855926,P013,2023-12-13,,1,1342.99,1342.99,467.11,0.0
O00020277,C999993855777,P019,2024-02-16,,1,267.83,267.83,99.46,0.0
O00020278,C999993855777,P047,2024-02-24,,1,304.85,304.85,129.51,0.0
O00020279,C999993855777,P009,2024-01-21,,1,229.08,229.08,104.48,0.0
O00020280,C999993855777,P050,2024-01-16,,1,742.29,742.29,357.43,0.0
O00020281,C999993855777,P024,2023-07-17,,1,165.02,165.02,62.46,0.0
O00020282,C999993855777,P010,2024-08-14,,2,61.76,123.52,53.57,0.0
O00020283,C999993827896,P043,2023-05-11,,1,249.22,249.22,78.61,0.0
O00020284,C999993827896,P043,2023-07-22,,1,280.97,280.97,99.27,0.0
O00020285,C999993827896,P016,2024-01-16,,1,706.25,706.25,256.42,0.0
O00020286,C999993827896,P041,2023-03-06,M001,1,407.97,346.77,177.94,0.15
O00020287,C999993827896,P048,2024-04-05,,1,798.4,798.4,332.58,0.0
O00020288,C999993827896,P004,2024-06-27,,1,415.76,415.76,182.9,0.0
O00020289,C999993827896,P008,2023-08-08,,1,427.2,427.2,156.57,0.0
O00020290,C999993827896,P041,2023-10-07,,1,338.51,338.51,128.42,0.0
O00020291,C999993827896,P005,2023-08-13,,1,276.43,276.43,137.15,0.0
O00020292,C999993827896,P043,2023-10-25,,1,296.81,296.81,141.23,0.0
O00020293,C999993827896,P042,2024-08-23,,1,378.52,378.52,127.62,0.0
O00020294,C999993827896,P014,2024-03-08,M008,1,385.86,327.98,153.78,0.15
O00020295,C999993827896,P005,2024-07-28,,1,269.5,269.5,128.34,0.0
O00020296,C999993827896,P007,2023-04-02,,1,512.42,512.42,223.71,0.0
O00020297,C999993827896,P016,2024-02-19,,1,685.71,685.71,289.19,0.0
O00020298,C999993827896,P004,2023-08-13,,1,348.75,348.75,105.48,0.0
O00020299,C999993827896,P028,2023-09-11,,2,186.63,373.26,149.93,0.0
O00020300,C999993827896,P040,2023-01-15,,1,114.51,114.51,49.01,0.0
O00020301,C999993855574,P044,2023-12-19,,1,1182.08,1182.08,451.63,0.0
O00020302,C999993855574,P005,2023-07-04,,1,327.95,327.95,121.71,0.0
O00020303,C999993855574,P033,2023-08-08,,1,87.89,87.89,33.57,0.0
O00020304,C999993827705,P042,2024-03-30,,1,453.61,453.61,192.16,0.0
O00020305,C999993827705,P038,2023-02-01,,1,179.84,179.84,62.95,0.0
O00020306,C999993827705,P048,2024-02-22,,1,911.57,911.57,344.14,0.0
O00020307,C999993827705,P050,2024-06-13,,1,943.97,943.97,381.54,0.0
O00020308,C999993827705,P005,2023-07-11,,1,250.87,250.87,114.73,0.0
O00020309,C999993827705,P035,2023-12-26,,2,663.32,1326.64,473.21,0.0
O00020310,C999993827488,P020,2023-11-10,,1,89.89,89.89,29.05,0.0
O00020311,C999993827488,P001,2024-06-09,,1,420.17,420.17,144.1,0.0
O00020312,C999993827488,P037,2024-05-21,,1,698.63,698.63,298.21,0.0
O00020313,C999993827488,P002,2024-06-10,,1,407.42,407.42,146.78,0.0
O00020314,C999993827488,P034,2024-08-23,,1,217.5,217.5,104.63,0.0
O00020315,C999993827488,P046,2024-09-17,,1,271.19,271.19,99.63,0.0
O00020316,C999993827488,P025,2023-05-12,,1,403.07,403.07,142.28,0.0
O00020317,C999993827488,P048,2023-05-10,,1,954.01,954.01,444.76,0.0
O00020318,C999993827488,P006,2023-04-26,,1,479.83,479.83,233.68,0.0
O00020319,C999993827488,P013,2024-06-19,,1,953.74,953.74,432.69,0.0
O00020320,C999993827488,P026,2024-09-13,,1,213.41,213.41,98.84,0.0
O00020321,C999993827488,P028,2023-06-11,,2,199.12,398.24,136.57,0.0
O00020322,C999993827488,P028,2023-11-25,,1,269.32,269.32,93.54,0.0
O00020323,C999993827488,P037,2023-06-07,M002,1,783.59,626.87,368.75,0.2
O00020324,C999993827488,P017,2023-03-27,M001,1,573.84,487.76,190.03,0.15
O00020325,C999993855234,P039,2024-04-18,,1,172.42,172.42,72.45,0.0
O00020326,C999993855234,P010,2024-06-14,,1,51.94,51.94,15.82,0.0
O00020327,C999993855234,P017,2023-06-19,,1,708.72,708.72,256.79,0.0
O00020328,C999993855234,P042,2023-08-05,,1,448.46,448.46,177.37,0.0
O00020329,C999993855234,P013,2024-08-30,,1,1164.88,1164.88,470.11,0.0
O00020330,C999993855234,P025,2023-03-02,M001,1,426.06,362.15,166.05,0.15
O00020331,C999993855234,P030,2024-05-14,,1,822.05,822.05,264.41,0.0
O00020332,C999993855234,P045,2023-03-20,,1,235.3,235.3,96.62,0.0
O00020333,C999993855234,P031,2023-09-28,,1,747.15,747.15,334.5,0.0
O00020334,C999993855234,P048,2023-07-17,,1,999.84,999.84,302.54,0.0
O00020335,C999993855234,P043,2024-03-03,,1,249.5,249.5,122.71,0.0
O00020336,C999993855234,P007,2023-12-24,,2,570.05,1140.1,365.39,0.0
O00020337,C999993855234,P042,2024-08-22,,1,372.52,372.52,156.72,0.0
O00020338,C999993855234,P007,2024-05-14,,1,548.48,548.48,185.25,0.0
O00020339,C999993855234,P032,2023-08-26,,1,843.94,843.94,333.44,0.0
O00020340,C999993855223,P013,2023-03-13,M001,1,1106.94,940.9,524.18,0.15
O00020341,C999993855223,P021,2023-11-09,,1,1559.54,1559.54,541.36,0.0
O00020342,C999993855223,P044,2023-12-09,,1,1304.42,1304.42,595.4,0.0
O00020343,C999993855223,P011,2023-05-19,,1,661.69,661.69,261.14,0.0
O00020344,C999993855223,P028,2023-01-23,,1,182.96,182.96,90.13,0.0
O00020345,C999993855223,P023,2023-09-10,,2,189.54,379.08,128.22,0.0
O00020346,C999993855212,P020,2024-07-04,,1,69.47,69.47,26.1,0.0
O00020347,C999993855212,P003,2023-04-21,,1,627.41,627.41,309.38,0.0
O00020348,C999993855212,P005,2023-11-16,,1,284.32,284.32,97.94,0.0
O00020349,C999993855187,P011,2024-08-28,,1,755.49,755.49,236.76,0.0
O00020350,C999993855187,P043,2023-07-02,,1,285.94,285.94,97.15,0.0
O00020351,C999993855187,P023,2024-01-23,,1,141.73,141.73,64.33,0.0
O00020352,C999993855187,P041,2024-03-26,,1,327.29,327.29,163.05,0.0
O00020353,C999993855187,P029,2023-01-21,,1,337.59,337.59,124.08,0.0
O00020354,C999993855187,P009,2024-03-14,,2,253.75,507.5,168.15,0.0
O00020355,C999993826701,P050,2023-06-13,M002,2,884.83,1415.73,552.78,0.2
O00020356,C999993826701,P003,2023-09-23,,1,658.52,658.52,306.9,0.0
O00020357,C999993826701,P012,2023-05-16,,1,321.48,321.48,123.46,0.0
O00020358,C999993826701,P013,2023-09-26,,1,1045.51,1045.51,323.42,0.0
O00020359,C999993826701,P009,2024-02-19,,1,240.3,240.3,88.47,0.0
O00020360,C999993826701,P023,2024-06-29,,1,167.7,167.7,60.68,0.0
O00020361,C999993826701,P006,2023-10-21,,1,526.98,526.98,253.8,0.0
O00020362,C999993826701,P047,2023-01-03,,1,286.41,286.41,129.2,0.0
O00020363,C999993826701,P030,2023-03-22,M001,1,706.29,600.35,259.5,0.15
O00020364,C999993854842,P047,2023-01-13,,1,345.7,345.7,110.92,0.0
O00020365,C999993854842,P034,2023-08-20,M003,1,160.53,144.48,60.23,0.1
O00020366,C999993854842,P038,2023-10-27,,1,190.27,190.27,88.39,0.0
O00020367,C999993854842,P020,2023-04-05,,1,78.69,78.69,38.82,0.0
O00020368,C999993854842,P045,2023-10-16,,1,290.88,290.88,123.4,0.0
O00020369,C999993854842,P021,2023-02-06,,1,1611.44,1611.44,598.57,0.0
O00020370,C999993854842,P023,2023-05-19,,1,145.55,145.55,48.02,0.0
O00020371,C999993854842,P046,2023-10-08,,1,258.34,258.34,118.28,0.0
O00020372,C999993854842,P034,2023-05-11,,1,189.53,189.53,72.99,0.0
O00020373,C999993854514,P047,2023-05-17,,1,322.11,322.11,155.34,0.0
O00020374,C999993854514,P019,2023-02-19,,1,205.08,205.08,76.49,0.0
O00020375,C999993854514,P012,2024-04-19,,1,259.78,259.78,99.88,0.0
O00020376,C999993854514,P037,2023-07-13,,1,844.63,844.63,332.33,0.0
O00020377,C999993854514,P043,2024-02-14,M007,1,263.15,242.1,121.26,0.08
O00020378,C999993854514,P035,2023-12-15,,1,475.58,475.58,198.63,0.0
O00020379,C999993854241,P010,2023-07-25,,1,54.91,54.91,19.51,0.0
