客户ID,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total
C999993869326,168,6,2984.3,497.3833333333334,6,2.0,1,1,2,112,4
C999993869337,52,6,1384.39,230.73166666666668,5,1.0,3,1,1,311,5
C999993869348,183,6,2199.17,366.52833333333336,5,3.0,1,1,1,111,3
C999993869359,119,6,1654.64,275.77333333333337,5,1.0,1,1,1,111,3
C999993869360,130,6,2103.31,350.5516666666667,6,1.0,1,1,1,111,3
C999993869371,16,12,7137.8,594.8166666666667,10,0.0,4,3,4,434,11
C999993869382,7,15,7275.860000000001,485.05733333333336,13,4.0,4,3,4,434,11
C999993869393,56,6,2041.8700000000001,340.31166666666667,6,1.0,2,1,1,211,4
C999993869406,19,9,2519.43,279.93666666666667,8,2.0,4,2,2,422,8
C999993869417,19,3,1361.18,453.7266666666667,3,1.0,4,1,1,411,6
C999993869428,47,15,7989.5,532.6333333333333,13,2.0,3,3,4,334,10
C999993869439,38,20,14137.91,706.8955,16,1.0,3,4,4,344,11
C999993869440,157,6,2089.9,348.31666666666666,6,0.0,1,1,1,111,3
C999993869451,196,6,5569.38,928.23,6,1.0,1,1,3,113,5
C999993869462,21,9,4068.42,452.0466666666667,8,2.0,4,2,3,423,9
C999993869473,77,20,9495.04,474.75200000000007,16,3.0,2,4,4,244,10
C999993869484,80,3,1703.48,567.8266666666667,3,0.0,2,1,1,211,4
C999993869495,28,6,5540.41,923.4016666666666,5,1.0,3,1,3,313,7
C999993869508,47,15,12305.96,820.3973333333332,13,1.0,3,3,4,334,10
C999993869519,11,12,5250.57,437.54749999999996,11,3.0,4,3,3,433,10
C999993869520,30,9,3874.4,430.4888888888889,7,0.0,3,2,3,323,8
C999993869531,1,18,10063.87,559.103888888889,15,1.0,4,4,4,444,12
C999993869542,14,6,3897.24,649.54,5,0.0,4,1,3,413,8
C999993869553,60,6,3296.88,549.48,6,1.0,2,1,2,212,5
C999993869564,50,3,2117.2599999999998,705.7533333333332,3,0.0,3,1,1,311,5
C999993869575,31,3,1407.47,469.1566666666667,3,0.0,3,1,1,311,5
C999993869586,75,3,541.02,180.34,3,0.0,2,1,1,211,4
C999993869597,107,3,1345.7,448.56666666666666,3,0.0,2,1,1,211,4
C999993869609,378,3,547.23,182.41,3,0.0,1,1,1,111,3
C999993869610,213,3,827.18,275.72666666666663,3,0.0,1,1,1,111,3
C999993869621,115,3,1043.97,347.99,3,1.0,2,1,1,211,4
C999993869632,146,3,654.85,218.28333333333333,3,0.0,1,1,1,111,3
C999993869643,7,12,4376.35,364.6958333333334,12,0.0,4,3,3,433,10
C999993869654,73,15,6829.58,455.30533333333335,14,0.0,2,3,4,234,9
C999993869665,158,6,2151.71,358.61833333333334,5,1.0,1,1,1,111,3
C999993869676,103,9,3794.69,421.63222222222225,8,2.0,2,2,3,223,7
C999993869687,157,3,1117.0900000000001,372.3633333333334,3,1.0,1,1,1,111,3
C999993869698,56,15,8551.46,570.0973333333333,15,4.0,2,3,4,234,9
C999993869701,34,20,9923.26,496.163,18,2.0,3,4,4,344,11
C999993869712,183,6,4853.6,808.9333333333334,6,0.0,1,1,3,113,5
C999993869723,116,6,2431.89,405.315,6,1.0,1,1,2,112,4
C999993869734,19,9,5567.23,618.5811111111111,8,0.0,4,2,3,423,9
C999993869745,53,20,8859.45,442.9725,15,0.0,3,4,4,344,11
C999993869756,324,3,1176.88,392.29333333333335,2,0.0,1,1,1,111,3
C999993869767,96,6,2330.73,388.455,6,2.0,2,1,1,211,4
C999993869778,144,15,8618.59,574.5726666666667,13,1.0,1,3,4,134,8
C999993869789,52,12,5110.03,425.8358333333333,12,1.0,3,3,3,333,9
C999993869790,93,9,5515.26,612.8066666666667,8,1.0,2,2,3,223,7
C999993869803,39,18,8359.67,464.42611111111114,15,0.0,3,4,4,344,11
C999993869814,53,6,3143.18,523.8633333333333,5,0.0,3,1,2,312,6
C999993869825,44,3,1083.66,361.22,3,1.0,3,1,1,311,5
C999993869836,115,3,602.53,200.84333333333333,3,0.0,2,1,1,211,4
C999993869847,404,3,730.8,243.6,3,1.0,1,1,1,111,3
C999993869858,29,3,613.11,204.37,3,0.0,3,1,1,311,5
C999993869869,292,3,3275.89,1091.9633333333334,3,1.0,1,1,2,112,4
C999993869870,108,3,803.23,267.74333333333334,3,0.0,2,1,1,211,4
C999993869881,390,3,1249.67,416.5566666666667,3,0.0,1,1,1,111,3
C999993869892,33,12,6599.84,549.9866666666667,11,3.0,3,3,4,334,10
C999993869905,7,15,7611.31,507.4206666666667,13,2.0,4,3,4,434,11
C999993869916,36,6,3444.74,574.1233333333333,6,0.0,3,1,2,312,6
C999993869927,59,9,3420.19,380.0211111111111,8,1.0,2,2,2,222,6
C999993869938,274,3,1988.5,662.8333333333334,3,0.0,1,1,1,111,3
C999993869949,13,15,8031.5599999999995,535.4373333333333,13,1.0,4,3,4,434,11
C999993869950,45,20,10533.09,526.6545,16,5.0,3,4,4,344,11
C999993869961,93,6,3480.0,580.0,6,2.0,2,1,2,212,5
C999993869972,49,6,3693.63,615.605,6,0.0,3,1,3,313,7
C999993869983,131,9,5464.79,607.1988888888889,9,2.0,1,2,3,123,6
C999993869994,10,20,7304.23,365.2115,17,2.0,4,4,4,444,12
C999993870002,22,3,1965.87,655.29,3,0.0,3,1,1,311,5
C999993870013,154,6,2374.89,395.815,6,1.0,1,1,2,112,4
C999993870024,22,15,7498.7699999999995,499.91799999999995,10,1.0,3,3,4,334,10
C999993870035,8,12,6520.92,543.41,12,2.0,4,3,4,434,11
C999993870046,91,9,4918.77,546.5300000000001,8,3.0,2,2,3,223,7
C999993870057,0,18,7705.74,428.09666666666664,18,1.0,4,4,4,444,12
C999993870068,2,6,2850.01,475.0016666666667,6,0.0,4,1,2,412,7
C999993870079,55,6,3025.62,504.27,5,1.0,2,1,2,212,5
C999993870080,19,6,4050.14,675.0233333333333,6,0.0,4,1,3,413,8
C999993870091,66,6,1509.38,251.56333333333336,6,1.0,2,1,1,211,4
C999993870104,0,6,6257.6,1042.9333333333334,6,0.0,4,1,4,414,9
C999993870115,11,6,1996.54,332.75666666666666,6,1.0,4,1,1,411,6
C999993870126,14,6,3165.54,527.59,6,0.0,4,1,2,412,7
C999993870137,218,6,4025.17,670.8616666666667,6,1.0,1,1,3,113,5
C999993870148,300,6,3272.56,545.4266666666666,6,1.0,1,1,2,112,4
C999993870159,22,12,8374.87,697.9058333333334,10,2.0,3,3,4,334,10
C999993870160,54,15,7445.110000000001,496.3406666666667,13,1.0,2,3,4,234,9
C999993870171,127,6,4580.94,763.4899999999999,6,0.0,1,1,3,113,5
C999993870182,226,9,4526.79,502.9766666666667,9,1.0,1,2,3,123,6
C999993870193,100,3,414.59,138.19666666666666,3,0.0,2,1,1,211,4
C999993870206,37,15,6061.4400000000005,404.09600000000006,13,4.0,3,3,4,334,10
C999993870217,4,20,11409.75,570.4875,15,5.0,4,4,4,444,12
C999993870228,238,6,2864.45,477.4083333333333,6,1.0,1,1,2,112,4
C999993870239,160,6,3939.21,656.535,6,0.0,1,1,3,113,5
C999993870240,103,9,6332.45,703.6055555555555,9,1.0,2,2,4,224,8
C999993870251,93,20,8785.99,439.29949999999997,16,4.0,2,4,4,244,10
C999993870262,345,3,2424.91,808.3033333333333,3,0.0,1,1,2,112,4
C999993870273,14,6,2838.96,473.16,5,0.0,4,1,2,412,7
C999993870284,69,15,6845.27,456.35133333333334,12,5.0,2,3,4,234,9
C999993870295,106,12,5385.84,448.82,10,3.0,2,3,3,233,8
C999993870308,58,9,6235.96,692.8844444444444,8,3.0,2,2,4,224,8
C999993870319,52,18,11151.26,619.5144444444445,15,2.0,3,4,4,344,11
C999993870320,29,6,2481.3,413.55,6,1.0,3,1,2,312,6
C999993870331,34,6,2060.75,343.4583333333333,6,1.0,3,1,1,311,5
C999993870342,105,6,3717.2200000000003,619.5366666666667,6,2.0,2,1,3,213,6
C999993870353,1,6,4217.610000000001,702.9350000000001,4,1.0,4,1,3,413,8
C999993870364,90,6,2846.1600000000003,474.36000000000007,6,0.0,2,1,2,212,5
C999993870375,46,6,3113.81,518.9683333333334,6,1.0,3,1,2,312,6
C999993870386,328,6,1968.8600000000001,328.1433333333334,6,1.0,1,1,1,111,3
C999993870397,106,12,6535.78,544.6483333333333,9,1.0,2,3,4,234,9
C999993870400,22,15,6656.37,443.758,11,1.0,3,3,4,334,10
C999993870411,0,6,3675.3399999999997,612.5566666666666,5,1.0,4,1,3,413,8
C999993870422,63,9,4312.57,479.1744444444444,8,0.0,2,2,3,223,7
C999993870433,63,3,1641.31,547.1033333333334,3,0.0,2,1,1,211,4
C999993870444,83,15,9590.42,639.3613333333334,13,0.0,2,3,4,234,9
C999993870455,13,20,10652.21,532.6105,17,0.0,4,4,4,444,12
C999993870466,84,6,2063.6400000000003,343.94000000000005,6,0.0,2,1,1,211,4
C999993870477,36,6,3306.29,551.0483333333333,6,0.0,3,1,2,312,6
C999993870488,126,9,3852.92,428.1022222222222,8,3.0,1,2,3,123,6
C999993870499,11,20,12198.94,609.947,19,4.0,4,4,4,444,12
C999993870502,167,3,1155.8799999999999,385.2933333333333,3,0.0,1,1,1,111,3
C999993870513,57,6,4369.88,728.3133333333334,6,0.0,2,1,3,213,6
C999993870524,110,15,9507.82,633.8546666666666,12,2.0,2,3,4,234,9
C999993870535,56,12,5717.75,476.4791666666667,11,3.0,2,3,3,233,8
C999993870546,184,9,3961.1,440.1222222222222,8,1.0,1,2,3,123,6
C999993870557,38,18,9415.79,523.0994444444445,15,0.0,3,4,4,344,11
C999993870568,25,6,2666.98,444.49666666666667,6,2.0,3,1,2,312,6
C999993870579,13,6,3193.38,532.23,6,0.0,4,1,2,412,7
C999993870580,90,6,3937.68,656.28,5,1.0,2,1,3,213,6
C999993870591,19,6,4815.57,802.5949999999999,6,1.0,4,1,3,413,8
C999993870603,50,6,1992.68,332.11333333333334,6,0.0,3,1,1,311,5
C999993870614,242,6,2848.1800000000003,474.6966666666667,6,0.0,1,1,2,112,4
C999993870625,155,6,1769.0,294.8333333333333,4,3.0,1,1,1,111,3
C999993870636,32,6,2057.16,342.85999999999996,5,0.0,3,1,1,311,5
C999993870647,73,6,2855.75,475.9583333333333,6,0.0,2,1,2,212,5
C999993870658,22,12,4273.2,356.09999999999997,10,3.0,3,3,3,333,9
C999993870669,0,15,7571.4400000000005,504.7626666666667,13,3.0,4,3,4,434,11
C999993870670,11,6,6298.389999999999,1049.7316666666666,4,0.0,4,1,4,414,9
C999993870681,22,9,4057.5699999999997,450.8411111111111,8,1.0,3,2,3,323,8
C999993870692,200,3,3570.16,1190.0533333333333,3,0.0,1,1,2,112,4
C999993870705,25,15,6773.97,451.598,13,2.0,3,3,4,334,10
C999993870716,100,20,11067.92,553.396,16,3.0,2,4,4,244,10
C999993870727,146,6,2532.13,422.0216666666667,6,0.0,1,1,2,112,4
C999993870738,229,6,5708.14,951.3566666666667,5,3.0,1,1,3,113,5
C999993870749,119,9,5772.4,641.3777777777777,9,2.0,1,2,3,123,6
C999993870750,29,20,10693.52,534.676,20,1.0,3,4,4,344,11
C999993870761,93,3,3021.1600000000003,1007.0533333333334,3,0.0,2,1,2,212,5
C999993870772,61,6,2117.34,352.89000000000004,6,2.0,2,1,1,211,4
C999993870783,62,15,8055.1,537.0066666666667,13,2.0,2,3,4,234,9
C999993870794,158,12,4164.62,347.0516666666667,11,6.0,1,3,3,133,7
C999993870807,38,9,4934.97,548.33,9,1.0,3,2,3,323,8
C999993870818,119,18,11925.11,662.5061111111112,15,3.0,1,4,4,144,9
C999993870829,218,6,2049.63,341.605,5,2.0,1,1,1,111,3
C999993870830,75,9,4857.09,539.6766666666667,7,1.0,2,2,3,223,7
C999993870841,30,9,3476.28,386.25333333333333,9,0.0,3,2,2,322,7
C999993870852,40,9,3515.22,390.58,9,1.0,3,2,2,322,7
C999993870863,21,9,3534.8900000000003,392.7655555555556,6,2.0,4,2,2,422,8
C999993870874,93,9,3261.12,362.34666666666664,8,1.0,2,2,2,222,6
C999993870885,7,12,6398.55,533.2125,11,1.0,4,3,4,434,11
C999993870896,30,15,9157.42,610.4946666666667,14,2.0,3,3,4,334,10
C999993870909,77,6,2422.69,403.7816666666667,6,1.0,2,1,2,212,5
C999993870910,59,9,6950.04,772.2266666666667,8,1.0,2,2,4,224,8
C999993870921,388,3,1968.27,656.09,3,1.0,1,1,1,111,3
C999993870932,14,15,8742.630000000001,582.8420000000001,12,2.0,4,3,4,434,11
C999993870943,95,20,7876.349999999999,393.8175,17,1.0,2,4,4,244,10
C999993870954,100,6,3233.5699999999997,538.9283333333333,5,0.0,2,1,2,212,5
C999993870965,93,6,2451.2799999999997,408.5466666666666,6,0.0,2,1,2,212,5
C999993870976,57,9,4758.6900000000005,528.7433333333333,9,0.0,2,2,3,223,7
C999993870987,17,20,11794.83,589.7415,15,5.0,4,4,4,444,12
C999993870998,39,3,988.65,329.55,3,0.0,3,1,1,311,5
C999993871006,41,6,2010.79,335.13166666666666,6,0.0,3,1,1,311,5
C999993871017,34,15,6658.78,443.91866666666664,14,3.0,3,3,4,334,10
C999993871028,3,12,7614.38,634.5316666666666,11,1.0,4,3,4,434,11
C999993871039,67,9,4072.0,452.44444444444446,8,1.0,2,2,3,223,7
C999993871040,90,18,7928.24,440.4577777777778,13,2.0,2,4,4,244,10
C999993871051,95,6,5746.83,957.805,6,1.0,2,1,3,213,6
C999993871062,115,9,5617.66,624.1844444444445,8,1.0,2,2,3,223,7
C999993871073,7,9,6197.03,688.5588888888889,9,2.0,4,2,4,424,10
C999993871084,2,9,4547.32,505.25777777777773,8,0.0,4,2,3,423,9
C999993871095,112,9,3426.36,380.7066666666667,8,0.0,2,2,2,222,6
C999993871108,22,9,5591.030000000001,621.2255555555556,9,0.0,3,2,3,323,8
C999993871119,62,9,4196.7,466.29999999999995,9,1.0,2,2,3,223,7
C999993871120,219,9,4261.25,473.47222222222223,9,2.0,1,2,3,123,6
C999993871131,149,9,3696.84,410.76,7,3.0,1,2,3,123,6
C999993871142,75,12,5350.0199999999995,445.835,11,0.0,2,3,3,233,8
C999993871153,32,15,7925.35,528.3566666666667,13,2.0,3,3,4,334,10
C999993871164,2,6,2317.3,386.2166666666667,5,0.0,4,1,1,411,6
C999993871175,154,9,3703.07,411.45222222222225,9,3.0,1,2,3,123,6
C999993871186,0,3,1048.02,349.34,3,1.0,4,1,1,411,6
C999993871197,40,15,10785.74,719.0493333333333,15,2.0,3,3,4,334,10
C999993871200,6,20,9995.25,499.7625,15,0.0,4,4,4,444,12
C999993871211,9,6,3553.69,592.2816666666666,6,0.0,4,1,2,412,7
C999993871222,8,6,3531.65,588.6083333333333,6,1.0,4,1,2,412,7
C999993871233,88,9,4962.360000000001,551.3733333333334,8,2.0,2,2,3,223,7
C999993871244,26,20,10946.210000000001,547.3105,17,2.0,3,4,4,344,11
C999993871255,152,3,1221.67,407.22333333333336,3,0.0,1,1,1,111,3
C999993871266,226,6,3954.1899999999996,659.0316666666666,6,0.0,1,1,3,113,5
C999993871277,117,15,6670.17,444.678,15,2.0,1,3,4,134,8
C999993871288,16,12,7013.62,584.4683333333334,11,2.0,4,3,4,434,11
C999993871299,161,9,4169.5,463.27777777777777,8,0.0,1,2,3,123,6
C999993871302,59,18,9531.35,529.5194444444445,15,4.0,2,4,4,244,10
C999993871313,57,6,3088.47,514.745,6,0.0,2,1,2,212,5
C999993871324,97,12,4928.1900000000005,410.68250000000006,10,3.0,2,3,3,233,8
C999993871335,21,12,8715.98,726.3316666666666,12,1.0,4,3,4,434,11
C999993871346,85,12,8256.54,688.0450000000001,11,1.0,2,3,4,234,9
C999993871357,102,12,5024.75,418.7291666666667,9,2.0,2,3,3,233,8
C999993871368,10,12,8548.3,712.3583333333332,11,2.0,4,3,4,434,11
C999993871379,10,12,4611.91,384.3258333333333,12,0.0,4,3,3,433,10
C999993871380,105,12,6167.23,513.9358333333333,12,1.0,2,3,4,234,9
C999993871391,139,12,6963.679999999999,580.3066666666666,11,2.0,1,3,4,134,8
C999993871404,5,15,8176.75,545.1166666666667,14,3.0,4,3,4,434,11
C999993871415,67,6,4544.05,757.3416666666667,6,0.0,2,1,3,213,6
C999993871426,2,9,5120.34,568.9266666666667,8,0.0,4,2,3,423,9
C999993871437,305,3,756.84,252.28,3,0.0,1,1,1,111,3
C999993871448,18,15,7116.76,474.4506666666667,12,3.0,4,3,4,434,11
C999993871459,44,20,10765.4,538.27,12,2.0,3,4,4,344,11
C999993871460,70,6,4236.2300000000005,706.0383333333334,6,0.0,2,1,3,213,6
C999993871471,99,6,2693.13,448.855,6,0.0,2,1,2,212,5
C999993871482,4,9,6205.95,689.55,9,1.0,4,2,4,424,10
C999993871493,7,20,9822.460000000001,491.12300000000005,17,1.0,4,4,4,444,12
C999993871506,293,3,2214.08,738.0266666666666,2,1.0,1,1,1,111,3
C999993871517,95,6,2058.09,343.01500000000004,6,0.0,2,1,1,211,4
C999993871528,67,15,12789.58,852.6386666666666,13,1.0,2,3,4,234,9
C999993871539,98,12,6816.04,568.0033333333333,10,1.0,2,3,4,234,9
C999993871540,107,9,4720.59,524.51,7,1.0,2,2,3,223,7
C999993871551,82,18,8988.94,499.3855555555556,18,0.0,2,4,4,244,10
C999993871562,36,6,2071.69,345.2816666666667,6,0.0,3,1,1,311,5
C999993871573,129,9,4950.43,550.0477777777778,8,1.0,1,2,3,123,6
C999993871584,3,20,9998.99,499.9495,15,4.0,4,4,4,444,12
C999993871595,66,3,1410.1499999999999,470.04999999999995,3,0.0,2,1,1,211,4
C999993871607,280,6,3228.52,538.0866666666667,6,1.0,1,1,2,112,4
C999993871618,40,15,7545.18,503.012,14,0.0,3,3,4,334,10
C999993871629,25,12,5585.6900000000005,465.4741666666667,11,2.0,3,3,3,333,9
C999993871630,15,9,4969.85,552.2055555555556,9,1.0,4,2,3,423,9
C999993871641,58,18,7127.62,395.9788888888889,15,0.0,2,4,4,244,10
C999993871652,16,6,3930.8100000000004,655.1350000000001,6,0.0,4,1,3,413,8
C999993871663,40,9,3461.94,384.66,7,0.0,3,2,2,322,7
C999993871674,27,3,2192.29,730.7633333333333,3,1.0,3,1,1,311,5
C999993871685,5,15,7605.82,507.05466666666666,13,3.0,4,3,4,434,11
C999993871696,0,20,12226.04,611.302,14,1.0,4,4,4,444,12
C999993871709,11,6,2549.94,424.99,6,0.0,4,1,2,412,7
C999993871710,105,6,2279.6800000000003,379.9466666666667,6,1.0,2,1,1,211,4
C999993871721,121,9,4254.5,472.72222222222223,8,1.0,1,2,3,123,6
C999993871732,44,20,9691.57,484.57849999999996,18,3.0,3,4,4,344,11
C999993871743,120,3,552.5699999999999,184.18999999999997,3,0.0,1,1,1,111,3
C999993871754,112,6,2970.67,495.1116666666667,6,0.0,2,1,2,212,5
C999993871765,61,15,7245.25,483.01666666666665,15,0.0,2,3,4,234,9
C999993871776,2,12,5616.22,468.0183333333334,11,1.0,4,3,3,433,10
C999993871787,10,20,11215.5,560.775,18,4.0,4,4,4,444,12
C999993871798,74,18,8909.22,494.95666666666665,13,4.0,2,4,4,244,10
C999993871801,24,6,2869.95,478.325,6,0.0,3,1,2,312,6
C999993871812,185,9,5573.99,619.3322222222222,6,1.0,1,2,3,123,6
C999993871823,73,9,4430.78,492.3088888888889,9,2.0,2,2,3,223,7
C999993871845,33,9,3624.7200000000003,402.74666666666667,9,2.0,3,2,2,322,7
C999993871856,19,9,4532.54,503.61555555555555,7,3.0,4,2,3,423,9
C999993871867,37,12,5060.78,421.7316666666666,10,0.0,3,3,3,333,9
C999993871878,11,15,7791.969999999999,519.4646666666666,12,2.0,4,3,4,434,11
C999993871889,1,6,3737.94,622.99,5,1.0,4,1,3,413,8
C999993871890,127,9,6517.7,724.1888888888889,9,1.0,1,2,4,124,7
C999993871903,249,3,1479.27,493.09,3,2.0,1,1,1,111,3
C999993871914,27,15,5103.25,340.21666666666664,13,0.0,3,3,3,333,9
C999993871925,20,20,10827.64,541.382,17,2.0,4,4,4,444,12
C999993871936,113,6,2753.6,458.93333333333334,6,0.0,2,1,2,212,5
C999993871947,25,6,3485.87,580.9783333333334,5,0.0,3,1,2,312,6
C999993871958,90,9,5593.94,621.5488888888889,9,3.0,2,2,3,223,7
C999993871969,18,20,10202.64,510.13199999999995,15,0.0,4,4,4,444,12
C999993871970,433,3,1346.3100000000002,448.77000000000004,3,0.0,1,1,1,111,3
C999993871981,32,6,2697.66,449.60999999999996,5,0.0,3,1,2,312,6
C999993871992,3,15,6962.56,464.1706666666667,13,1.0,4,3,4,434,11
C999993872000,2,12,6915.34,576.2783333333333,10,1.0,4,3,4,434,11
C999993872011,26,9,2717.53,301.9477777777778,8,1.0,3,2,2,322,7
C999993872022,112,18,10803.44,600.1911111111111,14,3.0,2,4,4,244,10
C999993872033,200,6,3650.3199999999997,608.3866666666667,5,2.0,1,1,2,112,4
C999993872044,78,9,4724.14,524.9044444444445,9,0.0,2,2,3,223,7
C999993872055,20,9,6040.0,671.1111111111111,8,0.0,4,2,4,424,10
C999993872066,309,3,1217.2800000000002,405.76000000000005,3,0.0,1,1,1,111,3
C999993872077,20,15,7967.04,531.136,14,1.0,4,3,4,434,11
C999993872088,83,20,8779.31,438.96549999999996,19,3.0,2,4,4,244,10
C999993872099,221,6,2247.33,374.555,6,1.0,1,1,1,111,3
C999993872102,102,6,3996.9700000000003,666.1616666666667,4,2.0,2,1,3,213,6
C999993872113,35,9,3848.41,427.6011111111111,8,0.0,3,2,3,323,8
C999993872124,1,20,10566.07,528.3035,19,4.0,4,4,4,444,12
C999993872135,185,3,1014.24,338.08,3,0.0,1,1,1,111,3
C999993872146,108,6,3223.45,537.2416666666667,6,1.0,2,1,2,212,5
C999993872157,28,15,7571.9,504.7933333333333,14,1.0,3,3,4,334,10
C999993872168,97,12,7058.29,588.1908333333333,12,1.0,2,3,4,234,9
C999993872179,101,9,3369.41,374.37888888888887,9,1.0,2,2,2,222,6
C999993872180,41,18,10621.85,590.1027777777778,15,1.0,3,4,4,344,11
C999993872191,41,6,3665.74,610.9566666666666,5,1.0,3,1,3,313,7
C999993872204,52,9,6590.74,732.3044444444445,9,0.0,3,2,4,324,9
C999993872215,9,9,5008.88,556.5422222222222,8,0.0,4,2,3,423,9
C999993872226,31,9,7976.97,886.33,7,1.0,3,2,4,324,9
C999993872237,12,9,4912.55,545.838888888889,8,1.0,4,2,3,423,9
C999993872248,7,9,3798.2200000000003,422.0244444444445,9,1.0,4,2,3,423,9
C999993872259,44,12,5677.87,473.1558333333333,10,2.0,3,3,3,333,9
C999993872260,44,15,9282.59,618.8393333333333,14,5.0,3,3,4,334,10
C999993872271,147,6,2810.36,468.3933333333334,5,2.0,1,1,2,112,4
C999993872282,64,9,3381.0099999999998,375.66777777777776,8,1.0,2,2,2,222,6
C999993872293,408,3,721.7,240.5666666666667,3,1.0,1,1,1,111,3
C999993872306,104,15,9375.43,625.0286666666667,13,2.0,2,3,4,234,9
C999993872317,13,20,7326.61,366.3305,16,5.0,4,4,4,444,12
C999993872328,297,6,2169.9700000000003,361.6616666666667,6,2.0,1,1,1,111,3
C999993872339,187,6,2974.4700000000003,495.74500000000006,6,2.0,1,1,2,112,4
C999993872340,35,9,2733.35,303.7055555555555,8,1.0,3,2,2,322,7
C999993872351,23,20,11856.02,592.801,17,2.0,3,4,4,344,11
C999993872362,36,3,1534.48,511.49333333333334,3,1.0,3,1,1,311,5
C999993872373,42,6,3290.4700000000003,548.4116666666667,5,1.0,3,1,2,312,6
C999993872384,94,15,8204.02,546.9346666666667,14,1.0,2,3,4,234,9
C999993872395,65,12,5969.68,497.47333333333336,9,2.0,2,3,4,234,9
C999993872408,60,9,5218.23,579.8033333333333,8,1.0,2,2,3,223,7
C999993872419,53,18,9288.54,516.0300000000001,15,4.0,3,4,4,344,11
C999993872420,298,6,1357.96,226.32666666666668,4,2.0,1,1,1,111,3
C999993872431,58,9,5346.04,594.0044444444444,9,1.0,2,2,3,223,7
C999993872442,34,9,2728.7799999999997,303.19777777777773,9,0.0,3,2,2,322,7
C999993872453,44,3,1243.43,414.4766666666667,3,0.0,3,1,1,311,5
C999993872464,28,15,8374.44,558.296,12,2.0,3,3,4,334,10
C999993872475,37,20,10638.369999999999,531.9185,14,0.0,3,4,4,344,11
C999993872486,37,6,2285.0,380.8333333333333,6,0.0,3,1,1,311,5
C999993872497,196,6,2380.57,396.7616666666667,6,2.0,1,1,2,112,4
C999993872500,118,9,3994.8700000000003,443.87444444444446,7,1.0,1,2,3,123,6
C999993872511,274,3,1096.33,365.4433333333333,3,0.0,1,1,1,111,3
C999993872522,12,3,1989.8300000000002,663.2766666666668,3,1.0,4,1,1,411,6
C999993872533,55,6,4289.2300000000005,714.8716666666668,6,2.0,2,1,3,213,6
C999993872544,13,9,3712.98,412.55333333333334,9,4.0,4,2,3,423,9
C999993872555,37,12,6729.429999999999,560.7858333333332,11,0.0,3,3,4,334,10
C999993872566,26,9,5576.3,619.588888888889,8,2.0,3,2,3,323,8
C999993872577,31,6,2504.98,417.49666666666667,5,0.0,3,1,2,312,6
C999993872588,85,6,3363.93,560.655,6,0.0,2,1,2,212,5
C999993872599,60,6,2384.3900000000003,397.39833333333337,5,1.0,2,1,2,212,5
C999993872601,199,9,3042.06,338.00666666666666,8,0.0,1,2,2,122,5
C999993872612,220,3,439.62,146.54,3,0.0,1,1,1,111,3
C999993872623,138,6,3069.75,511.625,6,2.0,1,1,2,112,4
C999993872634,0,9,5395.96,599.5511111111111,7,0.0,4,2,3,423,9
C999993872645,70,12,5315.17,442.93083333333334,10,2.0,2,3,3,233,8
C999993872656,33,3,1096.47,365.49,3,1.0,3,1,1,311,5
C999993872667,19,6,1723.76,287.29333333333335,6,0.0,4,1,1,411,6
C999993872678,131,9,3028.7,336.5222222222222,9,2.0,1,2,2,122,5
C999993872689,138,3,2424.85,808.2833333333333,3,1.0,1,1,2,112,4
C999993872690,196,3,2122.81,707.6033333333334,3,1.0,1,1,1,111,3
