客户ID,客户姓名,性别,年龄,婚姻状态,城市,教育程度,会员等级,个人年收入,工作年限,注册日期,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,客户生命周期
C999993887119,anon_S8645,男,30,未婚,海南,初中及以下,C-普通客户,1350000,11,2022-07-17,12,9,2883.2,320.35555555555555,8,0.0,4,2,2,422,8,805
C999993898846,anon_S9748,男,24,离异,上海,大专,C-普通客户,35400000,4,2023-09-16,52,9,4764.42,529.38,9,2.0,3,2,3,323,8,379
C999993882643,anon_S8201,女,28,未婚,山东,初中及以下,C-普通客户,552070,16,2023-07-22,9,9,3367.87,374.2077777777778,9,2.0,4,2,2,422,8,435
C999993898868,anon_S9750,男,25,已婚,内蒙古,大专,C-普通客户,36300000,5,2023-11-22,70,15,7536.530000000001,502.4353333333334,14,1.0,2,3,4,234,9,312
C999993895981,anon_S9527,男,28,未婚,青海,本科,C-普通客户,12303000,5,2023-02-25,68,6,2577.38,429.56333333333333,6,1.0,2,1,2,212,5,582
C999993856838,anon_S5630,男,32,已婚,河南,大专,C-普通客户,96000,12,2023-02-05,162,3,953.1600000000001,317.72,3,0.0,1,1,1,111,3,602
C999993887164,anon_S8649,男,25,未婚,新疆,大专,C-普通客户,1379000,5,2023-11-29,218,3,844.72,281.5733333333333,3,0.0,1,1,1,111,3,305
C999993887324,anon_S8664,女,28,已婚,四川,大专,C-普通客户,1400000,8,2023-04-16,493,3,1464.65,488.2166666666667,3,0.0,1,1,1,111,3,532
C999993887415,anon_S8673,女,25,未婚,江西,大专,C-普通客户,1400000,5,2022-08-06,84,9,3640.45,404.4944444444444,8,2.0,2,2,2,222,6,785
C999993882698,anon_S8206,女,28,未婚,河南,初中及以下,C-普通客户,630000,19,2023-12-30,46,3,2766.88,922.2933333333334,3,0.0,3,1,2,312,6,274
C999993899022,anon_S9766,男,30,未婚,贵州,高中,C-普通客户,38000000,12,2023-09-24,45,20,10076.45,503.82250000000005,15,3.0,3,4,4,344,11,371
C999993899044,anon_S9768,女,28,已婚,江苏,大专,C-普通客户,38400000,8,2022-06-24,32,9,4725.01,525.0011111111112,9,1.0,3,2,3,323,8,828
C999993859090,anon_S5852,男,32,未婚,上海,本科,C-普通客户,105000,9,2022-01-23,242,6,2381.67,396.945,6,1.0,1,1,2,112,4,980
C999993887562,anon_S8688,男,30,未婚,海南,初中及以下,C-普通客户,1400400,11,2023-12-26,106,6,3034.75,505.7916666666667,6,0.0,2,1,2,212,5,278
C999993895120,anon_S9441,男,29,未婚,天津,高中,C-普通客户,9000000,11,2022-08-23,52,9,4729.13,525.4588888888889,8,4.0,3,2,3,323,8,768
C999993876300,anon_S7568,男,39,已婚,河北,硕士及以上,C-普通客户,371275,14,2022-01-13,24,6,2093.99,348.9983333333333,6,1.0,3,1,1,311,5,990
C999993897149,anon_S9643,男,28,未婚,山东,大专,C-普通客户,22000000,8,2022-04-11,29,6,4532.34,755.39,6,0.0,3,1,3,313,7,902
C999993882905,anon_S8227,女,26,未婚,重庆,大专,C-普通客户,663440,6,2023-06-20,39,6,1927.19,321.1983333333333,6,0.0,3,1,1,311,5,467
C999993887629,anon_S8694,男,27,未婚,山西,初中及以下,C-普通客户,1400700,14,2023-06-07,132,6,3498.75,583.125,6,0.0,1,1,2,112,4,480
C999993899157,anon_S9779,女,27,离异,北京,初中及以下,C-普通客户,40000000,18,2023-03-28,65,12,6275.97,522.9975000000001,12,1.0,2,3,4,234,9,551
C999993887652,anon_S8697,男,25,未婚,广东,大专,C-普通客户,1400700,5,2023-03-07,62,6,3209.92,534.9866666666667,6,1.0,2,1,2,212,5,572
C999993869676,anon_S6908,女,39,未婚,江西,硕士及以上,C-普通客户,233000,14,2023-08-29,103,9,3794.69,421.63222222222225,8,2.0,2,2,3,223,7,397
C999993870580,anon_S6998,男,20,未婚,宁夏,初中及以下,C-普通客户,242051,6,2023-12-14,90,6,3937.68,656.28,5,1.0,2,1,3,213,6,290
C999993887685,anon_S8700,男,25,未婚,四川,大专,C-普通客户,1410000,5,2023-06-17,31,15,9808.83,653.922,13,1.0,3,3,4,334,10,470
C999993860855,anon_S6027,男,35,已婚,青海,本科,C-普通客户,120000,12,2023-12-24,32,9,3901.1299999999997,433.45888888888885,9,1.0,3,2,3,323,8,280
C999993899237,anon_S9787,男,21,未婚,广东,初中及以下,C-普通客户,40000000,16,2023-10-14,63,3,1565.95,521.9833333333333,2,0.0,2,1,1,211,4,351
C999993894466,anon_S9376,男,25,未婚,江西,大专,C-普通客户,8114400,5,2022-10-20,37,6,4468.38,744.73,6,0.0,3,1,3,313,7,710
C999993887890,anon_S8721,男,22,已婚,广西,初中及以下,C-普通客户,1440000,15,2022-04-11,69,6,2172.32,362.05333333333334,6,0.0,2,1,1,211,4,902
C999993899395,anon_S9802,男,21,未婚,江西,初中及以下,C-普通客户,40000000,17,2023-05-17,69,3,803.3199999999999,267.7733333333333,3,1.0,2,1,1,211,4,501
C999993864544,anon_S6396,女,57,未婚,贵州,硕士及以上,C-普通客户,158000,32,2022-10-31,38,6,3140.1400000000003,523.3566666666667,6,2.0,3,1,2,312,6,699
C999993888000,anon_S8732,男,25,未婚,四川,大专,C-普通客户,1470000,5,2023-06-24,39,9,4204.02,467.1133333333334,7,0.0,3,2,3,323,8,463
C999993888099,anon_S8741,男,29,未婚,河北,高中,C-普通客户,1470000,11,2023-07-07,55,6,3732.59,622.0983333333334,6,0.0,2,1,3,213,6,450
C999993888157,anon_S8747,女,29,已婚,广东,高中,C-普通客户,1470000,11,2022-12-21,38,6,3221.38,536.8966666666666,6,2.0,3,1,2,312,6,648
C999993888204,anon_S8752,男,27,已婚,湖南,大专,C-普通客户,1470000,7,2022-10-30,38,6,3884.26,647.3766666666667,6,3.0,3,1,3,313,7,700
C999993888328,anon_S8764,男,28,已婚,青海,大专,C-普通客户,1520603,8,2023-05-11,70,12,5382.34,448.52833333333336,12,0.0,2,3,3,233,8,507
C999993883001,anon_S8237,男,28,未婚,广东,大专,C-普通客户,698450,8,2023-10-20,7,20,12029.37,601.4685000000001,16,0.0,4,4,4,444,12,345
C999993883012,anon_S8238,女,25,已婚,广东,大专,C-普通客户,698450,5,2022-08-15,6,15,7229.95,481.99666666666667,14,1.0,4,3,4,434,11,776
C999993862808,anon_S6222,男,23,已婚,广西,高中,C-普通客户,149400,5,2022-08-24,146,3,1760.2199999999998,586.7399999999999,2,1.0,1,1,1,111,3,767
C999993883657,anon_S8302,男,28,未婚,河南,大专,C-普通客户,775000,8,2023-03-31,111,9,4907.46,545.2733333333333,8,0.0,2,2,3,223,7,548
C999993873365,anon_S7275,女,26,未婚,辽宁,高中,C-普通客户,308700,8,2022-01-13,6,9,3432.09,381.34333333333336,9,0.0,4,2,2,422,8,990
C999993897536,anon_S9682,男,28,未婚,湖北,初中及以下,C-普通客户,24840000,14,2022-07-29,131,6,2213.73,368.955,6,1.0,1,1,1,111,3,793
C999993888453,anon_S8777,男,28,未婚,河南,大专,C-普通客户,1575000,8,2023-02-01,6,6,3229.21,538.2016666666667,6,0.0,4,1,2,412,7,606
C999993899544,anon_S9817,男,30,未婚,四川,初中及以下,C-普通客户,42000000,9,2022-04-10,103,6,4546.83,757.805,5,3.0,2,1,3,213,6,903
C999993888486,anon_S8780,男,29,未婚,青海,初中及以下,C-普通客户,1575000,10,2022-01-31,0,20,8084.07,404.20349999999996,15,1.0,4,4,4,444,12,972
C999993897230,anon_S9652,男,30,未婚,天津,高中,C-普通客户,22000000,12,2023-06-12,8,15,7078.69,471.91266666666667,13,4.0,4,3,4,434,11,475
C999993895641,anon_S9493,男,30,未婚,河北,高中,C-普通客户,11000000,12,2023-10-11,299,3,2778.8,926.2666666666668,3,1.0,1,1,2,112,4,354
C999993897241,anon_S9653,男,26,已婚,湖南,大专,C-普通客户,22000000,6,2022-11-25,43,6,3572.05,595.3416666666667,6,0.0,3,1,2,312,6,674
C999993888555,anon_S8787,女,30,未婚,湖南,高中,C-普通客户,1575206,12,2022-06-15,13,6,3961.0,660.1666666666666,6,0.0,4,1,3,413,8,837
C999993856690,anon_S5616,男,35,未婚,海南,本科,C-普通客户,95000,12,2023-04-04,11,9,4028.75,447.6388888888889,9,0.0,4,2,3,423,9,544
C999993854922,anon_S5441,男,35,未婚,北京,本科,C-普通客户,85000,12,2022-04-10,201,3,2351.45,783.8166666666666,3,0.0,1,1,1,111,3,903
C999993856271,anon_S5574,女,35,未婚,吉林,本科,C-普通客户,92075,12,2023-09-13,7,12,5240.3099999999995,436.69249999999994,12,0.0,4,3,3,433,10,382
C999993883704,anon_S8307,女,24,已婚,上海,大专,C-普通客户,780000,4,2022-06-22,14,6,4140.44,690.0733333333333,6,2.0,4,1,3,413,8,830
C999993888645,anon_S8796,女,29,未婚,贵州,高中,C-普通客户,1627845,11,2022-06-11,27,3,2135.75,711.9166666666666,3,0.0,3,1,1,311,5,841
C999993888703,anon_S8802,男,29,未婚,广东,高中,C-普通客户,1645000,11,2023-12-29,22,15,4958.07,330.53799999999995,11,3.0,3,3,3,333,9,275
C999993888747,anon_S8806,女,27,已婚,江西,本科,C-普通客户,1656000,4,2022-09-20,29,9,3101.7200000000003,344.6355555555556,8,1.0,3,2,2,322,7,740
C999993889229,anon_S8854,女,29,未婚,广东,高中,C-普通客户,1865000,11,2022-10-01,289,3,2502.62,834.2066666666666,2,0.0,1,1,2,112,4,729
C999993883114,anon_S8248,女,28,未婚,江西,初中及以下,C-普通客户,700000,14,2022-01-03,5,6,3240.1899999999996,540.0316666666666,5,0.0,4,1,2,412,7,1000
C999993899894,anon_S9850,男,28,未婚,江西,本科,C-普通客户,920000000,5,2022-01-28,2,6,2444.03,407.33833333333337,6,0.0,4,1,2,412,7,975
C999993889252,anon_S8857,男,26,未婚,浙江,大专,C-普通客户,1865000,6,2022-11-22,43,6,4175.34,695.89,5,1.0,3,1,3,313,7,677
C999993883169,anon_S8253,女,28,已婚,浙江,初中及以下,C-普通客户,700000,20,2022-05-29,142,6,3446.85,574.475,6,0.0,1,1,2,112,4,854
C999993883216,anon_S8258,男,27,已婚,重庆,本科,C-普通客户,700000,4,2023-06-24,7,6,2541.48,423.58,6,0.0,4,1,2,412,7,463
C999993889376,anon_S8869,男,22,未婚,河南,初中及以下,C-普通客户,1880000,18,2023-05-03,16,6,2387.7200000000003,397.9533333333334,6,3.0,4,1,2,412,7,515
C999993883793,anon_S8316,男,28,未婚,湖北,初中及以下,C-普通客户,807777,14,2023-03-14,313,6,2676.82,446.1366666666667,6,2.0,1,1,2,112,4,565
C999993897354,anon_S9664,男,26,未婚,黑龙江,大专,C-普通客户,23000000,6,2022-03-06,14,15,9938.19,662.546,13,2.0,4,3,4,434,11,938
C999993883318,anon_S8268,女,28,未婚,青海,大专,C-普通客户,720000,8,2022-12-22,6,3,1320.88,440.29333333333335,3,0.0,4,1,1,411,6,647
C999993889514,anon_S8883,男,27,未婚,宁夏,本科,C-普通客户,1920000,4,2023-06-17,18,20,11949.79,597.4895,19,1.0,4,4,4,444,12,470
C999993897637,anon_S9692,女,29,离异,山西,高中,C-普通客户,25000000,11,2022-09-09,48,6,3039.8,506.6333333333334,6,0.0,3,1,2,312,6,751
C999993883931,anon_S8330,男,28,未婚,福建,大专,C-普通客户,820000,8,2022-08-23,19,6,2321.45,386.9083333333333,6,2.0,4,1,1,411,6,768
C999993897739,anon_S9702,男,28,未婚,上海,大专,C-普通客户,26050000,8,2022-08-15,50,9,5989.52,665.5022222222223,8,1.0,3,2,4,324,9,776
C999993897398,anon_S9668,男,30,未婚,陕西,高中,C-普通客户,23966000,12,2023-06-09,193,6,3575.89,595.9816666666667,6,0.0,1,1,2,112,4,478
C999993858097,anon_S5755,男,35,未婚,北京,本科,C-普通客户,105000,12,2022-11-09,17,9,3486.12,387.34666666666664,9,1.0,4,2,2,422,8,690
C999993889525,anon_S8884,男,27,离异,四川,本科,C-普通客户,1920000,4,2022-02-18,26,6,2380.4399999999996,396.73999999999995,6,0.0,3,1,2,312,6,954
C999993884662,anon_S8403,女,39,未婚,广西,初中及以下,C-普通客户,894700,9,2022-04-28,114,9,6151.88,683.5422222222222,8,0.0,2,2,4,224,8,885
C999993889648,anon_S8896,男,33,未婚,上海,初中及以下,C-普通客户,1968075,10,2022-02-23,237,3,755.03,251.67666666666665,3,1.0,1,1,1,111,3,949
C999993889682,anon_S8899,男,29,未婚,广西,高中,C-普通客户,1968075,11,2023-10-12,47,3,959.86,319.9533333333333,3,1.0,3,1,1,311,5,353
C999993889717,anon_S8902,女,29,未婚,上海,高中,C-普通客户,1970000,11,2023-07-19,40,3,2065.88,688.6266666666667,3,0.0,3,1,1,311,5,438
C999993889728,anon_S8903,男,29,已婚,青海,高中,C-普通客户,1970000,11,2022-02-13,128,12,5656.94,471.41166666666663,10,1.0,1,3,3,133,7,959
C999993871380,anon_S7078,女,39,离异,四川,硕士及以上,C-普通客户,260625,14,2022-02-22,105,12,6167.23,513.9358333333333,12,1.0,2,3,4,234,9,950
C999993889762,anon_S8907,女,29,未婚,吉林,初中及以下,C-普通客户,1970000,10,2023-08-09,404,3,702.03,234.01,2,1.0,1,1,1,111,3,417
C999993897808,anon_S9709,男,27,未婚,青海,本科,C-普通客户,26050000,4,2023-07-12,55,15,6316.0,421.06666666666666,11,0.0,2,3,4,234,9,445
C999993897842,anon_S9713,男,28,未婚,河南,大专,C-普通客户,27920000,8,2023-06-09,28,9,6724.7,747.1888888888889,7,1.0,3,2,4,324,9,478
C999993889897,anon_S8920,男,28,已婚,江西,本科,C-普通客户,2000000,5,2023-11-08,4,6,3639.53,606.5883333333334,5,0.0,4,1,2,412,7,326
C999993897853,anon_S9714,男,30,未婚,青海,高中,C-普通客户,27920000,12,2022-04-12,47,20,9490.39,474.5195,18,4.0,3,4,4,344,11,901
C999993890007,anon_S8931,男,26,未婚,福建,大专,C-普通客户,2096244,6,2023-02-02,28,6,2091.63,348.605,6,0.0,3,1,1,311,5,605
C999993884844,anon_S8421,男,28,未婚,吉林,初中及以下,C-普通客户,911960,13,2022-05-18,6,15,7367.4800000000005,491.16533333333336,14,1.0,4,3,4,434,11,865
C999993897922,anon_S9638,男,27,未婚,广东,本科,C-普通客户,28000000,4,2023-11-06,72,6,3156.21,526.035,6,0.0,2,1,2,212,5,328
C999993890121,anon_S8943,男,28,未婚,湖南,初中及以下,C-普通客户,2140000,15,2023-01-22,25,12,4346.23,362.1858333333333,10,0.0,3,3,3,333,9,616
C999993895630,anon_S9492,男,29,未婚,陕西,高中,C-普通客户,11000000,11,2022-04-21,44,6,2150.38,358.3966666666667,6,2.0,3,1,1,311,5,892
C999993890201,anon_S8951,男,25,未婚,江苏,大专,C-普通客户,2173620,5,2023-09-06,33,6,2246.69,374.4483333333333,6,0.0,3,1,1,311,5,389
C999993885032,anon_S8440,男,26,未婚,浙江,大专,C-普通客户,980000,6,2022-01-17,349,3,801.65,267.21666666666664,3,0.0,1,1,1,111,3,986
C999993885076,anon_S8444,男,28,未婚,宁夏,初中及以下,C-普通客户,980000,14,2022-07-01,30,3,860.87,286.95666666666665,3,0.0,3,1,1,311,5,821
C999993896065,anon_S9535,男,27,已婚,山西,本科,C-普通客户,12572920,4,2023-06-20,80,6,2320.43,386.7383333333333,6,0.0,2,1,1,211,4,467
C999993890405,anon_S8971,女,27,未婚,山西,本科,C-普通客户,2275205,4,2023-06-25,0,18,7602.82,422.37888888888887,16,3.0,4,4,4,444,12,462
C999993869892,anon_S6930,男,22,已婚,河南,高中,C-普通客户,236000,4,2022-06-20,33,12,6599.84,549.9866666666667,11,3.0,3,3,4,334,10,832
C999993897988,anon_S9644,男,30,未婚,海南,高中,C-普通客户,28000000,12,2023-02-13,190,3,2516.66,838.8866666666667,3,0.0,1,1,2,112,4,594
C999993890529,anon_S8983,女,27,已婚,湖北,本科,C-普通客户,4700000,4,2023-01-13,1,12,9901.16,825.0966666666667,10,0.0,4,3,4,434,11,625
C999993866018,anon_S6543,男,39,已婚,四川,硕士及以上,C-普通客户,180000,14,2022-07-07,46,3,1297.19,432.3966666666667,3,0.0,3,1,1,311,5,815
C999993885112,anon_S8448,女,26,未婚,江苏,大专,C-普通客户,980000,6,2022-08-18,121,6,1215.85,202.64166666666665,6,1.0,1,1,1,111,3,773
C999993890596,anon_S8990,男,27,已婚,广东,大专,C-普通客户,4700000,7,2022-04-29,71,6,3702.6800000000003,617.1133333333333,6,0.0,2,1,3,213,6,884
C999993898041,anon_S9650,男,29,已婚,北京,高中,C-普通客户,28540000,11,2022-06-05,42,9,4067.41,451.9344444444444,9,1.0,3,2,3,323,8,847
C999993896779,anon_S9606,男,28,未婚,河南,大专,C-普通客户,16000000,8,2023-11-18,55,12,5432.41,452.7008333333333,9,2.0,2,3,3,233,8,316
C999993896780,anon_S9607,男,28,未婚,黑龙江,大专,C-普通客户,16000000,8,2023-04-10,2,9,4944.54,549.3933333333333,7,0.0,4,2,3,423,9,538
C999993896189,anon_S9547,男,30,未婚,吉林,高中,C-普通客户,12910000,12,2022-04-14,34,6,2263.7400000000002,377.29,6,1.0,3,1,1,311,5,899
C999993890937,anon_S9024,男,24,已婚,四川,大专,C-普通客户,4750000,4,2023-08-27,95,12,5640.44,470.03666666666663,12,3.0,2,3,3,233,8,399
C999993891023,anon_S9033,男,34,离异,上海,初中及以下,C-普通客户,4832000,10,2023-11-29,145,3,882.09,294.03000000000003,3,0.0,1,1,1,111,3,305
C999993865821,anon_S6524,男,35,已婚,四川,本科,C-普通客户,174000,12,2023-05-17,7,9,4327.53,480.83666666666664,7,1.0,4,2,3,423,9,501
C999993891078,anon_S9038,男,25,未婚,浙江,大专,C-普通客户,4920000,5,2023-11-24,167,9,4310.15,478.9055555555555,8,2.0,1,2,3,123,6,310
C999993896815,anon_S9610,女,28,未婚,湖南,本科,C-普通客户,18000000,5,2023-11-13,22,6,2635.99,439.33166666666665,6,1.0,3,1,2,312,6,321
C999993891170,anon_S9048,女,29,未婚,福建,高中,C-普通客户,4920400,11,2023-11-30,48,15,8985.89,599.0593333333333,13,1.0,3,3,4,334,10,304
C999993891205,anon_S9051,男,29,未婚,广西,高中,C-普通客户,4920400,11,2022-06-24,2,18,8976.13,498.6738888888888,16,1.0,4,4,4,444,12,828
C999993873897,anon_S7328,女,38,未婚,海南,硕士及以上,C-普通客户,320000,13,2023-11-05,64,6,3886.3,647.7166666666667,6,0.0,2,1,3,213,6,329
C999993891294,anon_S9060,女,25,未婚,江苏,大专,C-普通客户,4970000,5,2023-02-25,11,6,3722.58,620.43,4,0.0,4,1,3,413,8,582
C999993891318,anon_S9062,女,28,离异,广东,大专,C-普通客户,4989520,8,2022-05-14,13,15,6813.0199999999995,454.2013333333333,14,3.0,4,3,4,434,11,869
C999993891476,anon_S9078,男,25,未婚,四川,大专,C-普通客户,5040000,5,2023-01-26,384,6,3545.9700000000003,590.995,6,1.0,1,1,2,112,4,612
C999993891487,anon_S9079,男,29,未婚,湖南,高中,C-普通客户,5040000,11,2023-05-16,21,6,4120.9,686.8166666666666,6,1.0,4,1,3,413,8,502
C999993891501,anon_S9081,男,27,已婚,陕西,大专,C-普通客户,5040000,7,2023-10-27,57,6,3343.58,557.2633333333333,6,0.0,2,1,2,212,5,338
C999993891545,anon_S9085,女,25,未婚,上海,大专,C-普通客户,5040000,5,2022-02-02,55,12,4351.26,362.605,12,0.0,2,3,3,233,8,970
C999993891556,anon_S9086,男,29,已婚,辽宁,高中,C-普通客户,5040000,11,2022-02-24,13,15,7827.7,521.8466666666667,12,1.0,4,3,4,434,11,948
C999993891704,anon_S9101,男,27,离异,浙江,大专,C-普通客户,5205700,7,2023-06-03,2,18,10197.18,566.51,15,2.0,4,4,4,444,12,484
C999993891986,anon_S9128,男,29,未婚,北京,高中,C-普通客户,5502602,11,2023-09-30,63,9,5183.4800000000005,575.9422222222223,9,2.0,2,2,3,223,7,365
C999993895969,anon_S9525,女,28,未婚,河北,大专,C-普通客户,12303000,8,2022-01-12,217,6,1778.76,296.46,4,0.0,1,1,1,111,3,991
C999993892049,anon_S9134,男,25,离异,贵州,大专,C-普通客户,5552090,5,2023-06-12,117,15,8536.31,569.0873333333333,13,1.0,1,3,4,134,8,475
C999993878783,anon_S7816,男,39,已婚,陕西,硕士及以上,C-普通客户,435980,14,2023-12-21,91,6,2187.69,364.615,6,0.0,2,1,1,211,4,283
C999993892072,anon_S9137,男,29,未婚,广东,高中,C-普通客户,5552090,11,2023-07-09,151,3,1535.47,511.8233333333333,3,0.0,1,1,1,111,3,448
C999993892118,anon_S9141,女,29,未婚,辽宁,高中,C-普通客户,5600021,11,2023-01-08,278,6,2881.5499999999997,480.25833333333327,6,3.0,1,1,2,112,4,630
C999993885441,anon_S8480,男,28,未婚,广东,初中及以下,C-普通客户,999000,19,2023-04-29,28,6,3498.39,583.0649999999999,5,0.0,3,1,2,312,6,519
C999993892265,anon_S9156,男,25,未婚,福建,大专,C-普通客户,5920835,5,2023-10-09,69,9,4171.8099999999995,463.5344444444444,9,1.0,2,2,3,223,7,356
C999993896565,anon_S9585,男,29,未婚,广东,高中,C-普通客户,15000000,11,2022-08-16,9,6,3955.4700000000003,659.245,5,1.0,4,1,3,413,8,775
C999993892287,anon_S9158,男,25,未婚,海南,大专,C-普通客户,5920835,5,2023-09-15,47,9,4783.37,531.4855555555555,9,1.0,3,2,3,323,8,380
C999993892323,anon_S9162,男,25,未婚,陕西,大专,C-普通客户,5920835,5,2022-11-03,27,9,3133.1800000000003,348.1311111111111,8,0.0,3,2,2,322,7,696
C999993885677,anon_S8503,女,26,已婚,吉林,初中及以下,C-普通客户,1040000,16,2023-04-02,94,6,2296.5,382.75,4,0.0,2,1,1,211,4,546
C999993885688,anon_S8504,女,28,未婚,广东,大专,C-普通客户,1040000,8,2022-06-09,20,6,4281.91,713.6516666666666,6,0.0,4,1,3,413,8,843
C999993860174,anon_S5959,女,35,未婚,湖南,本科,C-普通客户,112000,12,2022-11-27,23,9,6504.33,722.7033333333334,7,2.0,3,2,4,324,9,672
C999993892447,anon_S9174,男,29,未婚,海南,初中及以下,C-普通客户,6000000,9,2022-08-13,90,9,6688.15,743.1277777777777,8,0.0,2,2,4,224,8,778
C999993892458,anon_S9175,男,30,未婚,江西,高中,C-普通客户,6000000,12,2023-12-30,68,18,7259.4,403.29999999999995,17,3.0,2,4,4,244,10,274
C999993892492,anon_S9179,男,25,未婚,江西,大专,C-普通客户,6000000,5,2023-05-19,15,12,4876.59,406.3825,11,4.0,4,3,3,433,10,499
C999993882031,anon_S8141,男,39,已婚,河南,硕士及以上,C-普通客户,499000,14,2023-04-01,4,15,8333.62,555.5746666666668,14,2.0,4,3,4,434,11,547
C999993892855,anon_S9215,男,22,已婚,安徽,初中及以下,C-普通客户,6400000,20,2022-02-14,60,20,6914.2699999999995,345.71349999999995,16,3.0,2,4,4,244,10,958
C999993892935,anon_S9223,男,25,已婚,北京,大专,C-普通客户,6400000,5,2022-08-02,177,9,2876.58,319.62,8,1.0,1,2,2,122,5,789
C999993892946,anon_S9224,男,25,未婚,安徽,大专,C-普通客户,6400000,5,2022-02-28,2,18,9376.14,520.8966666666666,13,1.0,4,4,4,444,12,944
C999993892991,anon_S9229,男,30,未婚,四川,高中,C-普通客户,6400000,12,2023-10-06,105,9,8818.31,979.8122222222222,9,2.0,2,2,4,224,8,359
C999993885699,anon_S8505,男,28,已婚,上海,初中及以下,C-普通客户,1040000,14,2023-09-08,129,6,5154.68,859.1133333333333,5,0.0,1,1,3,113,5,387
